ID's,Image Links,Title,Duration,Price Category,Group Type,Activity Type,Trip Overview,Highlights,Included,Excluded,Live Tour Guide Languages,Old Price,Actual Price,Free Cancellation
617557,https://cdn.getyourguide.com/img/tour/638fda790ca2362b6b9118170e4fc1da0eee9d3f57c344ff77f03bbeffce270b.png/132.webp,From Delhi: Private 3-Day Golden Triangle Tour,3 days,per person,Private group,Multi-day trip,"Embark on a 3-day luxury tour to explore the iconic landmarks of Delhi, Agra, and Jaipur, marveling at their magnificent beauty.","Explore Qutub Minar, Humayun Tomb, India Gate, and Lotus Temple in New Delhi.Marvel at the Taj Mahal and discover Agra Fort in Agra.Tour Amber Fort, City Palace, Jal Mahal, Hawa Mahal, and Jantar Mantar in JaipurLearn about the rich history and culture from your guide.",Private transportationAir-conditioned vehiclePick up & Drop OffLocal GuideBottled water,Monument FeeLunchGratuitiesHotel Stay,"English, Hindi, Spanish, French"," ₹15,000","₹15,000",Cancel up to 24 hours in advance for a full refund
503428,https://cdn.getyourguide.com/img/tour/9ae077c7e4241a67.jpeg/132.webp,From Delhi: 3 Days Golden Triangle Tour With Taj Mahal,3 days,per person,Private group,Multi-day trip,"Experience the magic of India's Golden Triangle in just 3 days. Starting from Delhi. Then, see the grand Taj Mahal in Agra, followed by the royal splendor of Jaipur. including breakfast.","Explore the best of Delhi, Agra, and Jaipur in just 3 days.Witness the timeless beauty of the Taj Mahal.Delight in delicious breakfasts throughout the tour.Discover iconic landmarks like India Gate, Agra Fort, and Amber Fort.Immerse in the rich history, culture, and architecture of the Golden Triangle.","Welcome Drinks (non alcoholic) on Arrival.Pick up and drop at Delhi Airport by our Representative.Accommodation in good hotels in 2 cities.Daily Morning Buffet BreakfastAir-conditioned Car with well experienced License Driver.English Speaking Tour Guide, Approved by Government of India.Bottle to drink fresh water while travelingToll taxes And Parking.",Personal expenses.Gratuities,"German, Spanish, French, Japanese, English, Russian, Hindi, Urdu, Italian, Chinese"," ₹11,240","₹3,335",Cancel up to 24 hours in advance for a full refund
474717,https://cdn.getyourguide.com/img/tour/38ee3ca2ac057c5a39bd559276b9a0223ea5066332349d31933ce4a5fb3e389d.png/132.webp,"From Delhi: 5 Days Delhi, Agra & Jaipur Golden Triangle Tour",5 days,per person,Private group,Multi-day trip,"Explore the Golden Triangle 5 Days & 4 Nights Tour. Here you will Explore islamic & Hindu Architecture. Visit Old & New Delhi, Taj Mahal & Agra City Tour & Next Destination will be Amer Fort Jaipur.","3 Different Capitals Of India Delhi, Agra & Jaipur in 5 Days & 4 Nights.Excursion of Old & New Delhi along with Rikshaw Ride at Chandni ChowkExperience the one of the wonder of the world - The Taj Mahal in Sunrise.Discover the Amer Fort & City Palace Museum Jaipur","Pick up & Drop offAir Condition Vehicle5* Hotel Accomodations (If Option selected)Breakfast at HotelLive Tour Guides - Delhi, Agra & Jaipur.Water bottles & UmbrellasAll Parking & Taxes",Monument feesLunch & DinnerDrinksTips & Gratitude,"English, Hindi, Spanish, French, Russian, Japanese, Italian, German, Arabic, Chinese, Portuguese"," ₹22,500","₹16,875",Cancel up to 24 hours in advance for a full refund
494581,https://cdn.getyourguide.com/img/tour/64c1508c68c7a.jpeg/132.webp,2 Days Jaipur to Agra Tour with Delhi Drop,2 days,per person,Pickup available,Multi-day trip,"Explore Agra's beauty on a 2-day tour from Jaipur with drop-off in Delhi. Witness Taj Mahal at sunrise, visit Agra Fort & Fatehpur Sikri. Private vehicle, expert guide, and monument fees included.","Visit the spectacular Taj Mahal and Agra Fort.Explore Fatehpur Sikri, a fascinating ghost city built in the 16th century.Private Jaipur to Agra tour with Delhi drop-off.","Hotel/Airport/Railway Station Pick-up & DropChauffeur Driven A/C Private Vehicle for sightseeingMonuments Entrance Fees /Camera FeesAccommodation / HotelsFuel (Petrol/Diesel/Gasoline), Parking Charges, Toll Taxes & Interstate Taxes.Professional guide ( available on re….)Bottled waterAll Government Taxes (Gst)",Souvenir photos (available to purchase)Meals ExpensesPersonal ExpensesOther ActivitiesDriver & Guide’s Tips,," ₹25,026","₹25,026",Cancel up to 24 hours in advance for a full refund
502127,https://cdn.getyourguide.com/img/tour/978bf86c028244b8.jpeg/132.webp,7 days india Taj Mahal tour with ranthambore tiger safari,7 days,per person,Private group,Multi-day trip,Explore India 7 Day Tour. This tour takes you from the heart of Delhi to the eternal beauty of the Taj Mahal and then on to the wild wonders of Ranthambore National Park and enjoys breakfast each day.,"Immerse in Jaipur's regal charm: Amber Fort, City Palace, Hawa Mahal.Witness the ethereal beauty of the Taj Mahal in Agra.Explore Delhi's historical wonders: Red Fort, Humayun's Tomb, Qutub MinarEmbark on a thrilling Ranthambhore Safari, seeking Bengal tigers.Experience the blend of culture, history, and wildlife in one journey.","Accommodation in hotels in each destination.Daily breakfast to kickstart your day.Guided tours of Delhi, Agra, and Jaipur with expert insights.fresh water drinking bottle during travelPrivate air-conditioned transportation.All taxes and parking charges.",Personal expenses.Gratuities,"Spanish, French, Russian, Japanese, English, Hindi, Urdu, German, Italian, Chinese"," ₹14,450","₹4,785",Cancel up to 24 hours in advance for a full refund
649660,https://cdn.getyourguide.com/img/tour/29961b4a59443b1faef3d8dc1e62bbe1be0d7222bde73939f3a85e33a6544ba9.jpg/132.webp,"Historical, Golden Triangle with Khajuraho Tour (07N / 08D)",8 days,per person,Private group,Multi-day trip,"Golden Triangle with Khajuraho Tour is a popular itinerary that combines the cultural and historical highlights of the Golden Triangle (Delhi, Agra, & Jaipur) with the stunning temples of Khajuraho","Old Delhi, Jama Masjid and a rickshaw ride through Chandni ChowkMajor attractions of Delhi including India Gate, Lotus Temple, HumayunKhajuraho is famous for its intricate temple architecture and intricateAlbert Hall Museum, Birla Mandir, Laxmi Narayan temple.Visit to the Taj Mahal, one of the Seven Wonders of the World.","Accommodation Double Sharing in 03-04 star hotel.BreakfastHotel/airport/train station pickup and drop-offTransport by air conditioned private vehicle.Professional guide.02 Mineral water bottles per person per day.All Applicable Taxes like fuel, parking & Toll Taxes etc.",Any Domestic Flight Ticket (From Khajuraho to Delhi).Any Tips.Monument Entrance Fee / Ticket.Any Personal Expenses.New Year & Christmas Gala dinner.,"English, Spanish, French, German, Russian, Hindi"," ₹70,000","₹70,000",Cancel up to 24 hours in advance for a full refund
493319,https://cdn.getyourguide.com/img/tour/64be814595e90.jpeg/132.webp,From Delhi Agra Jaipur 6-Days Private Tour,6 days,per person,Pickup available,Multi-day trip,"6-day Golden Triangle tour in India. Private AC vehicle, iconic sights like Taj Mahal, Red Fort, Hawa Mahal, and more. Unforgettable journey!","Admire Mughal & Rajput architecture's grandeur.Explore Delhi, Agra, and Jaipur's historical allure.Visit Palace of the Winds & Amber Fort.Customize itinerary to your interests.","Private tour with dedicated attention.Comfortable travel in a private, air-conditioned vehicle.Option for 5 nights hotel accommodation with daily breakfast (if chosen).Guided sightseeing with local private guides.Battery bus ride to Taj Mahal and rickshaw ride in Old Delhi included.No additional fuel surcharge.All toll taxes and parking fees covered.Applicable hotel taxes included.Convenient pick-up and drop-off at hotels, airport, or railway station.Complimentary mineral water bottles during the journeys.","Monument entrance feescamera fees at monumentsGratuities are optional and not part of the packageTravel insurance, flight & train ticketsMedical care expensesLunch and dinner expensesPersonal expenses such as phone calls, table drinks, etc.,Anything not mentioned in the inclusions list",," ₹50,719","₹50,719",Cancel up to 24 hours in advance for a full refund
617516,https://cdn.getyourguide.com/img/tour/0fb73dab0f9a0be1d97ffa11ea01ab62b2b8be33f346d52c1c362789fd3fd5fb.png/132.webp,From Delhi: Private 4-Day Golden Triangle Tour,4 days,per person,Private group,Multi-day trip,"Embark on a 4-day luxury tour to explore the iconic landmarks of Delhi, Agra, and Jaipur, marveling at their magnificent beauty.","Explore both Old and New Delhi with a thrilling rickshaw ride.Discover iconic landmarks such as the Taj Mahal and Agra Fort.Immerse yourself in the regal ambiance of the City Palace and Amer Fort.Experience India's top cities privately with a dedicated guide.Journey to Jaipur with stops at Fatehpur Sikri, Abhaneri, and Galtaji Temple.",Private pickup and drop-offPrivate guidePrivate TourTransportation by air-conditioned carBottled mineral water,"Entry ticketsLunches, dinners, and extra drinksTipsHotel Stays","English, French, Hindi, Spanish"," ₹14,000","₹14,000",Cancel up to 24 hours in advance for a full refund
534075,https://cdn.getyourguide.com/img/tour/2060c0a4ab50a499.png/132.webp,Delhi: 5-Day Golden Triangle Guided Private Trip with Entry,5 days,per person,Private group,Multi-day trip,"Experience the cultural heritage and historical grandeur of Delhi, Agra, and Jaipur during a 5-day sightseeing excursion from New Delhi. Opt to include a 4-night stay in a 3 or 5-star hotel.","Explore India's Golden Triangle with iconic landmarksConvenient city tours in both Old and New DelhiWitness the stunning wonders of Agra, including the Taj MahalGain cultural insights from an informative tour guide",Transportation in private AC car4 Nights Hotel accommodation with breakfast (if option chosen)Entrance fees of all monumentsLive Tour GuidePickup and drop offBottled Mineral water,Anything which is not mentioned in inclusionsGratuities(Optional),"English, French, German, Hindi, Italian, Spanish"," ₹18,000","₹18,000",Cancel up to 24 hours in advance for a full refund
668754,https://cdn.getyourguide.com/img/tour/118132b9fc1081d7a3123c5a76fc35804f6611a4770158739e7e00b87e60c7ad.jpg/132.webp,From Delhi: 4-Day Tiger Safari & Golden Triangle Tour,4 days,per person,Private group,Multi-day trip,"Discover on a 4-day journey from Delhi to Jaipur, Agra, and Ranthambore. Immerse yourself in Indian history and culture, explore UNESCO sites, and encounter Bengal tigers in their natural habitat",Delhi's landmarks: Visit Qutub Minar and India Gate.Taj Mahal sunrise: Experience its beauty at dawn.Ranthambore adventures safari: Spot the tigers in the wild.Jaipur's gems: Explore Amber Fort and Jal Mahal.Cultural immersion: Engage with local life and cuisine.,"Hotel or airport pick-up and drop-offShared morning safari ride on Day 3Private air-conditioned car for sightseeing and transfersCar, driver, and fuelToll tax, parking, and driver allowanceUnlimited water bottlesTour guide at all sitesGovernment service tax3-night accommodation with breakfast (optional)","Meals, tips, laundry, entry feesPhone calls and personal expenses","English, French, Russian, Spanish, German, Japanese, Hindi"," ₹23,500","₹18,565",Cancel up to 24 hours in advance for a full refund
673268,https://cdn.getyourguide.com/img/tour/68eddbf9ddd024d7c04a3123f3f328cebc755ab7cf0a01069d69a24e1daa1ea6.jpg/132.webp,"06 Days, Delhi Agra Amritsar with Dharamshala Exclusive Tour",6 days,per person,Private group,Multi-day trip,"Touring Delhi, Agra, Amritsar, and Dharamshala offers a rich tapestry of culture, history, and spirituality. Where you will exactly feel and enjoy Incredible India Tour!!","Visit Delhi's iconic landmarks such as India Gate, Humayun's Tomb & Qutub Minor.Explore New Delhi Parliament House, President's House, and India Gate.Visit Taj Mahal, one of the most breathtaking sights in the worldVisit the Golden Temple (Harmandir Sahib), the holiest shrine of SikhismMcLeod Ganj, the vibrant Tibetan community, and visit the Tsuglagkhang Complex","Accommodation Double Sharing in 03-04 star hotel.BreakfastHotel/airport/train station pickup and drop-offTransport by air conditioned private vehicle.Professional guide.02 Mineral water bottles per person per day.All Applicable Taxes like fuel, parking & Toll Taxes etc.Air Condition Chair Class Train Ticket from Delhi to Amritsar.All applicable Taxes like, fuel, parking & Toll Taxes etc.","Any Domestic and International Flight Ticket. Airport Taxes.Any Monuments Entrance Fees / Ticket.Any Personal Expenses.Any Tips.Camera Fees.New Year, Christmas day gala dinner cost and room hike supplement charges. (If Applicable).","English, Hindi, Spanish, Russian, French, Italian"," ₹66,500","₹66,500",Cancel up to 24 hours in advance for a full refund
470384,https://cdn.getyourguide.com/img/tour/6484263202af2.jpeg/132.webp,From Delhi: Agra & Jaipur Private Tour in 2 Days.,2 days,per person,Private group,Multi-day trip,"Unveil Delhi's treasures, the Taj Mahal's magnificence, and Jaipur's grandeur on this private tour. Enjoy this remarkable 4-day Golden Triangle journey with hotel pickup and private Transfers","Luxuriate in a chauffeured ride with a private car and driverIconic Monuments: Taj Mahal, Agra Fort, City Palace, Jal MahalArchitectural Marvels: Hawa Mahal, Amer Palace, Lotus Temple, Step Well and more","Hotel pickup and drop-offPrivate tour guidePrivate tourWater bottles throughout the tourPrivate AC Vehicle (The Type of the vehicle depends on the no. of Adults)Car type for 1 to 2 people is an air-conditioned 4-seater Sedan; for 3 to 4 people is an air-conditioned 6-seater suv; for 5 to 10 people is an air-conditioned 10-seater van.3 Nights Hotel Accommodation (if option chosen)Breakfast (if option including hotel option chosen)Buffet Lunch (places mentioned in the itinerary)Fine Dine Dinner (if addon selected )Entrance fees to monuments (if option chosen)All taxes, fees and handling chargesFuel surchargeG.S.T (Goods and Services Tax)Personal care and attention","GratuitiesDrinks during Breakfast, Lunch and Dinner","English, French, German, Hindi, Italian, Russian, Spanish"," ₹29,675","₹29,675",Cancel up to 24 hours in advance for a full refund
667370,https://cdn.getyourguide.com/img/tour/4bef05033d08e1d5349ebccb5d5202e9fb32ac56efd644ececde72f2eebe5bd6.png/132.webp,From Delhi: Private 4-Day Golden Triangle Luxury Tour,4 days,per person,Small group,Multi-day trip,"Explore India's Golden Triangle: Delhi, Agra, Jaipur. Iconic landmarks, vibrant cultures, unforgettable memories. Enhance your tour by selecting accommodations in luxurious 5-star hotels.",Explore Delhi's iconic landmarks like the Red Fort and Jama Masjid.Witness the eternal beauty of the Taj Mahal in Agra.Visit the Jaipur's regal heritage at Amber Fort and City Palace.Discover UNESCO World Heritage Sites: Qutub Minar and Humayun’s Tomb.Experience history and architecture at Fatehpur Sikri.,"Hotel pickup and drop-offTransportation by private, air-conditioned vehicleTour guide at all sitesRickshaw ride in Old Delhi3-nights accommodation with breakfast (if option selected)Daily breakfast at hotels (if accommodation booked)Battery bus ride to the Taj Mahal entry gateUnlimited bottles of mineral water",Meals and drinksMonument entry feesGratuityPersonal expenses,"English, French, Spanish, Russian, German, Japanese, Hindi"," ₹16,000","₹14,240",Cancel up to 24 hours in advance for a full refund
493336,https://cdn.getyourguide.com/img/tour/64be8aebbccb3.jpeg/132.webp,Luxury 3-Days Delhi Agra Jaipur Private Tour,3 days,per group up to 4,Pickup available,Multi-day trip,"Experience captivating 3-day Golden Triangle tour. Travel in a AC vehicle between Delhi, Agra, & Jaipur, ensuring a comfortable journey. Witness iconic landmarks Taj Mahal, Red Fort, Hawa Mahal & more","Personalize itinerary as per your interests.Visit Palace of the Winds & Amber FortWitness Mughal & Rajput architecture.Enjoy luxury hotels in the Golden Triangle.Explore Delhi, Agra, and Jaipur.","Private tour with comfortable AC vehicle.Option for 2-night hotel stay with daily breakfast.Guided sightseeing with private local guides.Battery bus ride to Taj Mahal, rickshaw ride in Old Delhi.fuel surcharge.All toll tax and parking fees included.Applicable hotel taxesConvenient pick-up and drop-off at hotels, airport, or railway station.Complimentary mineral water bottles during the journeys.","Monument entrance fees, camera fees at monuments.Gratuities are optional and not part of the package.Excludes travel insurance, flight & train tickets.Medical care expenses are not covered.Entrance fees approximately $60.Lunch and dinner expenses are not included.Personal expenses like phone calls, table drinks, etc., not part of the package.Anything not mentioned in the inclusions is not included in the tour.",," ₹28,446","₹28,446",Cancel up to 24 hours in advance for a full refund
647485,https://cdn.getyourguide.com/img/tour/01ba36694334e2b25df0c7c622ebf221afc198f774b75dbbc3736f497c6f3057.jpg/132.webp,"From Delhi: Best of Delhi, Agra and Jaipur 3-Day Tour",3 days,per person,Private group,Multi-day trip,"Discover India's Golden Triangle in 3 days with a private car: Day one, explore Old and New Delhi; day two, visit Agra and Amber Fort; day three, witness the sunrise at the UNESCO-listed Taj Mahal.","Explore historic sites like the Red Fort, Jama Masjid, and India GateWitness the Taj Mahal's splendor at dawnDiscover the grandeur of Agra Fort, a UNESCO marvelExperience the allure of this UNESCO heritage siteExplore Jaipur's Amber Fort for panoramic views","Private tourTwo nights' accommodation with breakfast (if tour booked with hotel option).All sightseeing guided by local experts.Battery bus ride to and from Taj Mahal parking lot up to Taj Mahal.Inclusive of all taxes, service charges, and hotel taxes.Hotel or airport pick-up and drop-off services.Complimentary bottles of mineral water during journeys.Personalized care and attention throughout the tour.Car Type : for one to two people, four seater sedanCar Car Type : for three to four people, six seater MPV CarCar Type : for five to ten people, ten seater Van",Meals and drinksEntry TicketsTips,"English, French, German, Spanish, Russian, Hindi"," ₹50,733","₹9,672",Cancel up to 24 hours in advance for a full refund
493286,https://cdn.getyourguide.com/img/tour/aa84d9711ca0bbf7a7d4ba0e91fe0c0f4c9f11a5c73fc27fd8f4de217be6bdc8.jpg/132.webp,5-Day Delhi Agra Jaipur Private Tour,5 days,per group up to 4,Pickup available,Multi-day trip,"Explore India's Golden Triangle in 5 days. Private AC vehicle, iconic sights like Taj Mahal, Red Fort, Hawa Mahal, and more. Unforgettable journey!","Explore Delhi, Agra, and Jaipur.Customize your itinerary based on interests.Visit Palace of the Winds & Amber Fort.Immerse in Mughal & Rajput architecture.","Exclusive private tour with personalized attention.Comfortable travel in a private, air-conditioned vehicle.Stay for 4 nights in well-selected hotels (optional).Enjoy daily breakfast at the hotels (optional).Explore all attractions with knowledgeable private local guides.Experience a battery bus ride to the Taj Mahal from the parking lot.Delight in a rickshaw ride through Old Delhi.No additional charges for fuel surcharge.All toll taxes and parking fees included.Applicable hotel taxes covered.Convenient pick-up and drop-off at hotels, airport, or railway station.Stay hydrated with complimentary bottles of mineral water during the journeys.","Monument entrance feesCamera fees for monumentsGratuities are optional and not includedTravel insurance, flight & train ticketsMedical careLunch and dinner ExpensesPersonal expenses such as phone calls, table drinks, etc.,Anything not mentioned in the inclusions list",," ₹42,711","₹42,711",Cancel up to 24 hours in advance for a full refund
482887,https://cdn.getyourguide.com/img/tour/649fff4614a75.jpeg/132.webp,From Delhi: 09 Days Golden Triangle Tour With Varanasi,9 days,per person,Private group,Multi-day trip,"Experience one of the most beautiful journeys from New Delhi to Agra visit Delhi, Agra, Jaipur, and Varanasi. Book this private Golden Triangle Tour With Varanasi for 8 Nights/9 Days memorable trip.",Discover the major sites such as Taj Mahal and River GangesExplore Indian culture with including Jaipur and VaranasiSee the amazing views of Ganga Aarti Ceremony at VaranasiSavor the bright flavors of Indian food,Hotel/Airport pickup and drop-offTour with transportation by private carMonuments sightseeing with tour guideAll taxes and service charges5 nights' accommodation in hotels with breakfast,Tips (optional)Lunches and dinnersEntrance Tickets of all Monuments.,"English, Hindi, Russian, French, Icelandic, Italian"," ₹76,145","₹76,145",Cancel up to 24 hours in advance for a full refund
613852,https://cdn.getyourguide.com/img/tour/14c63d2e58e06b5c7871215d8c106543faec14572361f769041efafa951c5799.jpeg/132.webp,Golden Triangle Tour 4 Nights and 5 Days Package From Delhi,5 days,per person,Pickup available,Multi-day trip,"Explore India's Golden Triangle Tour 4 Nights & 5 Days Package (Delhi, Agra, and Jaipur). Witness history, culture, art, and breathtaking historic significance at affordable Rates","Explore the best historic cities of India, Delhi, Agra and Jaipur.Explore iconic forts, palaces, and UNESCO World Heritage sites.Shop for exquisite souvenirs in vibrant Indian markets","Breakfast & DinnerPrivate Tour3 Star HotelsTransport by private, Air-conditioned Car.All Sightseeing With private local tour guide.All taxes and service charges.Hotel or airport pick-up and drop-off.Bottles of mineral water during journeys.Pickup offered from airport, railway station, hotel or any pickup location in DelhiParking Fees",LunchAlcoholic BeveragesBrunchMonument entrance fee,," ₹20,500","₹20,500",Cancel up to 24 hours in advance for a full refund
454364,https://cdn.getyourguide.com/img/tour/eccf2cae9b4d3003e773c0205066109b297c99e185da2344356c1aacec204477.jpg/132.webp,From Delhi: 5-Days Private Indian Golden Triangle Tour,5 days,per person,Private group,Multi-day trip,"Explore India's famous Golden Triangle: Delhi, Agra and Jaipur on a private tour from Delhi. Choose to book your own hotels or book with hotels and marvel at India's iconic attractions.","Explore Red Fort, Jama Masjid, Qutub Minar, and Humayun's Tomb in DelhiWitness the awe-inspiring Taj Mahal and delve into the exploration of Agra FortDiscover Jaipur's gems: Amber Fort, City Palace, Jal Mahal, Hawa Mahal & othersEmbark on a journey through Fatehpur Sikri's rich history as you tour to JaipurEnjoy seamless travel with convenient pick-ups, transfers, and hotel drop-offs","Hotel pick-up and drop-offAll sightseeing and transfers provided in a private, air-conditioned carInclusive of car, driver, and fuel costsToll tax, parking, and driver allowance covered.Enjoy unlimited complimentary water bottles during the tourLive professional tour guide4-Night hotel accommodation available on a single, double, or twin-sharing basis (as per selected option)Complimentary morning breakfast included (Only with the hotel option)","Excluding breakfast, this does not cover meals, monument fees, tips, and personal expenses.","English, French, Spanish, Russian, German, Japanese, Hindi"," ₹25,900","₹12,950",Cancel up to 24 hours in advance for a full refund
468965,https://cdn.getyourguide.com/img/tour/6475a182660b5.jpeg/132.webp,From New Delhi : 2 Days Delhi & Jaipur City Tour by Car,2 days,per person,Private group,Multi-day trip,"Explore the two Iconic cities of India ""Delhi"" and ""Jaipur"" on Private Tour. Spend a day to explore Old & New Delhi and experience the other day to enjoy Jaipur also known as Pink city of Rajasthan","Explore the National Capital ""Delhi"" and State Capital of Rajasthan ""Jaipur""Experience the Old & New Delhi and Jaipur City Tour in two DaysEnjoy the Scenic Views between Delhi to Jaipur by AC Vehicle",AC TransportationLive Tour GuideMonument entrance fee5* Hotel AccomodationWater bottles & UmbrellasAll Parking & taxes,LunchDrinksAny personal expensesTips & Gratitude,"English, Spanish, German, Russian, French, Italian, Japanese, Chinese, Hindi, Arabic"," ₹11,000","₹11,000",Cancel up to 24 hours in advance for a full refund
531740,https://cdn.getyourguide.com/img/tour/18c84965d76ddf54.jpeg/132.webp,Delhi: 3-Days Delhi Agra Jaipur Private Golden Triangle Tour,3 days,per person,Private group,Multi-day trip,Experience journey Delhi Agra and Jaipur in 2 Nights and 3 Days by air-conditioned car on your Golden Triangle Tour 3 Days and visit Most popular UNESCO World Heritage and Experience of indian food.,Explore The Beauty Of Taj MahalVisit Magnificent Agra FortExplore Top Tourist Attractions Of DelhiVisit Amber Fort - Jal Mahal - Hawa MahalExplore Local Handicraft Market Of Agra & Jaipur,"Hotel pickup and drop-offPrivate tour2 nights accommodation (if option selected)Transportation by private, air-conditioned vehiclePrivate guide at all sitesRickshaw ride in Old DelhiDaily breakfast at hotels (if accommodation booked)Battery bus ride to the Taj MahalBottles of mineral water during the drives",Monuments Entry TicketsAny Personal ExpensesAny MealsAny Tips Driver & Guide,"English, French, German, Japanese, Russian, Italian, Hindi, Spanish"," ₹15,000","₹10,500",Cancel up to 24 hours in advance for a full refund
618648,https://cdn.getyourguide.com/img/tour/105557b29f3f91572205a4972293bbfccabf05781a0dab8de5ad8cecb0312b0f.jpg/132.webp,"From Delhi: 3-Days Private Trip to Delhi, Agra and Jaipur",3 days,per person,Private group,Multi-day trip,"Experience a fast-paced private trip through India's Golden Triangle, where every moment is a highlight as you dash from Delhi's modernity to Agra's timeless Taj Mahal and Jaipur's colorful traditions","Witness the iconic Taj Mahal, an eternal symbol of love and a UNESCO Listed SiteExplore Agra Fort, a historic stronghold and UNESCO World Heritage siteExplore UNESCO-listed Fatehpur Sikri's captivating red sandstone structuresExperience Jaipur's royal heritage at the UNESCO-listed Amber FortDiscover Jaipur's gems: City Palace, Jal Mahal, and UNESCO's Jantar Mantar","Hotel pickup and drop-off2 nights accommodation with daily breakfast (if option selected)Transportation by private, air-conditioned vehicleTour guide at all sitesRickshaw ride in Old DelhiBattery bus ride to the Taj MahalBottles of mineral waterpersonal care and attention",Meals and drinksEntrance feesTips,"English, German, Russian, Spanish, French, Hindi, Japanese"," ₹13,759","₹9,494",Cancel up to 24 hours in advance for a full refund
558518,https://cdn.getyourguide.com/img/tour/2c3d56e63bf2adc3.jpeg/132.webp,Delhi: Amazing Hidden Gems of New Delhi & Taj Mahal Tour,2 days,per person,Private group,Multi-day trip,Embark on a captivating 2-day cultural journey that will unveil the best of both worlds – the historic charm of Delhi and the timeless beauty of the Taj Mahal in Agra.,Explore the historic Jama Masjid and Chandni Chowk in Delhi.Pay homage to Mahatma Gandhi at Raj Ghat.Explore the architectural beauty of Humayun's Tomb and India GateWitness the majesty of the Taj Mahal at sunrise in Agra.Visit the UNESCO-listed Agra Fort and discover its rich history.,Round-trip transportation from Delhi in an air-conditioned vehicle.Shopping time in Agra.Knowledgeable and professional tour guide.Accomodation Hotel in AgraBreakfast at HotelAll applicable taxes and parking charges.,Food or drinksMonument Entry ticketlunchPersonal expensesGratuities,"English, French, Hindi, Japanese, Spanish, Urdu, Javanese"," ₹6,196","₹4,399",Cancel up to 24 hours in advance for a full refund
553340,https://cdn.getyourguide.com/img/tour/37ca5b56c2dab1ddfe5254b8aa8794deb4a38a027e66207f1ac440e97c2ea347.jpeg/132.webp,3 Days Delhi Agra Jaipur Golden Triangle Tour From Delhi,3 days,per person,Small group,Multi-day trip,"Explore Delhi, Agra, and Jaipur on a 3-day guided trip from Delhi. Marvel at breathtaking monuments, including the Taj Mahal and Agra Fort, and upgrade your tour for entry tickets and accommodation.","Visit Qutub Minar, Humayun Tomb, India Gate, Lotus Temple in New DelhiView the breathtaking Taj Mahal and explore Agra Fort in AgraVisit Qutub Minar, Humayun Tomb, India Gate, Lotus Temple in New DelhiLearn about the history of these cities with an experienced tour guideEnjoy luxury transportation throughout the tour","Hotel pickup and drop-offPrivate tour2 nights accommodation (if option selected)Transportation by private, air-conditioned vehiclePrivate guide at all sitesRickshaw ride in Old DelhiDaily breakfast at hotels (if accommodation booked)Battery bus ride to the Taj MahalBottles of mineral water during the drives",Tips (optional)Entrance feesLunch and dinner,"English, Spanish, Hindi, French, German, Russian, Japanese, Italian, Portuguese"," ₹13,890","₹13,890",Cancel up to 24 hours in advance for a full refund
644412,https://cdn.getyourguide.com/img/tour/b43ac55944530efb69a47b73d299cbb596ff989033be320a8e435f72969cca62.jpeg/132.webp,From Delhi: Taj Mahal Sunrise with Fatehpur Sikri in 2 Days,2 days,per person,Private group,Multi-day trip,"Experience the beauty of Agra Fort, Baby Taj, and the Taj Mahal at both sunrise and sunset. Opt for a hotel stay and spend the second day exploring the UNESCO World Heritage Site of Fatehpur Sikri.","Get seamless transfers for a hassle-free journey from Delhi to Agra and backExperience the Taj Mahal's grandeur at sunrise an iconic symbol of enduring loveExplore Agra Fort, witness the Baby Taj, and enjoy sunset views at Mehtab BaghExplore Agra Fort, witness the Baby Taj, and enjoy sunset views at Mehtab BaghEnjoy India's rich history through architectural wonders and cultural gems","Hotel or airport pick-up and drop-offAll transfers and sightseeing provided in an air-conditioned private carInclusive of car, driver, and fuel cost for a seamless journeyToll tax, parking, and driver allowance included in the packageStay hydrated with unlimited water bottles during your tourBenefit from insights with a live professional tour guide1-night hotel stay on a single/double basis (if option chosen)Enjoy a complimentary morning breakfast in the hotel (applicable only with the hotel option chosen)","Meals except breakfast, Laundrymonument feesphone callstips and personal expenses","English, French, German, Hindi, Japanese, Russian, Spanish, Portuguese"," ₹18,000","₹5,000",Cancel up to 24 hours in advance for a full refund
